Report Number,Report Date,Occurred From,Occurred To,Address,City,State,ZIP,Latitude,Longitude,Offense,NIBRS Code,Office Status,Reporting Officer Name,District,(9) Location Type,(8a) Bias Motivated Crime
23-01702,04/11/2023 1514,04/09/2023 0000,04/11/2023 1550,1702  LAUREL AVE  ,KANSAS CITY,MO,64126,,,RECOVERED STOLEN AUTO,90Z,INVESTIGATIVE,DEP. C. HEIN,5,10,99
23-01703,04/11/2023 1757,04/11/2023 1730,04/11/2023 1800,  COLBERN/CORN  ,,,,,,AUTO ACCIDENT,,INCIDENT,Dep. K. Ford,4,,
23-01703,04/11/2023 1757,04/11/2023 1730,04/11/2023 1800,  COLBERN/CORN  ,,,,,,FALSE REPORT OR INFORMATION,,INCIDENT,Dep. K. Ford,4,,
23-01703,04/11/2023 1757,04/11/2023 1730,04/11/2023 1800,  COLBERN/CORN  ,,,,,,AUTO ACCIDENT,,INCIDENT,Dep. K. Ford,4,,
23-01703,04/11/2023 1757,04/11/2023 1730,04/11/2023 1800,  COLBERN/CORN  ,,,,,,FALSE REPORT OR INFORMATION,,INCIDENT,Dep. K. Ford,4,,
23-01704,04/11/2023 1847,04/11/2023 1847,04/11/2023 1934,5270 W 40 HWY  ,LAKE TAPAWINGO,MO,64015,,,BURGLARY/BREAKING AND ENTERING,220,INVESTIGATIVE,DEP. C. BENNETT,3,25,88
23-01704,04/11/2023 1847,04/11/2023 1847,04/11/2023 1934,5270 W 40 HWY  ,LAKE TAPAWINGO,MO,64015,,,BURGLARY/BREAKING AND ENTERING,220,INVESTIGATIVE,DEP. C. BENNETT,3,25,88
23-01705,04/11/2023 1929,,,13001 S HARRIS RD  ,GREENWOOD,,,,,,,,Dep. K. Ford,,,
23-01705,04/11/2023 1929,,,13001 S HARRIS RD  ,GREENWOOD,,,,,,,,Dep. K. Ford,,,
23-01706,04/11/2023 2010,04/11/2023 2010,04/11/2023 2120,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,ASSAULT,13B,INCIDENT,DEP. C. BENNETT,3,15,88
23-01706,04/11/2023 2010,04/11/2023 2010,04/11/2023 2120,301 NW GREGORY BLVD  ,LEES SUMMIT,MO,64064,,,ASSAULT,13B,INCIDENT,DEP. C. BENNETT,3,15,88
23-01707,04/11/2023 2059,04/11/2023 2059,04/11/2023 2105,30501 E COLBERN  ,GRAIN VALLEY,MO,64029,,,AUTO ACCIDENT,,INCIDENT,Dep. C. McVay,3,,
23-01707,04/11/2023 2059,04/11/2023 2059,04/11/2023 2105,30501 E COLBERN  ,GRAIN VALLEY,MO,64029,,,AUTO ACCIDENT,,INCIDENT,Dep. C. McVay,3,,
23-01708,04/11/2023 2109,04/11/2023 2111,04/11/2023 2217,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,,INCIDENT,DEP. C. BENNETT,N/A,25,88
23-01708,04/11/2023 2109,04/11/2023 2111,04/11/2023 2217,2301 S HOLMES ST  ,KANSAS CITY,MO,64126,,,PROBATE WARRANT,,INCIDENT,DEP. C. BENNETT,N/A,25,88
23-01709,04/11/2023 2308,04/11/2023 2347,04/11/2023 2347,602 S HAMBLEN RD  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,10,,
23-01709,04/11/2023 2308,04/11/2023 2347,04/11/2023 2347,602 S HAMBLEN RD  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,Dep. K. Ford,10,,
23-01710,04/12/2023 0915,04/12/2023 0900,04/12/2023 1030,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. B. RIECK,9,,
23-01710,04/12/2023 0915,04/12/2023 0900,04/12/2023 1030,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. B. RIECK,9,,
23-01711,04/12/2023 0933,04/11/2023 0736,04/12/2023 0933,25908 E COLBERN RD  ,LEES SUMMIT,MO,64086,,,LEAVE SCENE MV ACCIDENT,,INVESTIGATIVE,Dep. M. Wicks,3,,
23-01711,04/12/2023 0933,04/11/2023 0736,04/12/2023 0933,25908 E COLBERN RD  ,LEES SUMMIT,MO,64086,,,LEAVE SCENE MV ACCIDENT,,INVESTIGATIVE,Dep. M. Wicks,3,,
23-01712,04/12/2023 1140,04/12/2023 1000,04/12/2023 1141,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01712,04/12/2023 1140,04/12/2023 1000,04/12/2023 1141,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01713,04/12/2023 1150,04/12/2023 1000,04/12/2023 1151,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01713,04/12/2023 1150,04/12/2023 1000,04/12/2023 1151,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01714,04/12/2023 1155,04/12/2023 1000,04/12/2023 1155,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01714,04/12/2023 1155,04/12/2023 1000,04/12/2023 1155,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01715,04/12/2023 1200,04/12/2023 1000,04/12/2023 1200,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01715,04/12/2023 1200,04/12/2023 1000,04/12/2023 1200,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01716,04/12/2023 1205,04/12/2023 1000,04/12/2023 1205,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01716,04/12/2023 1205,04/12/2023 1000,04/12/2023 1205,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01717,04/12/2023 1211,04/12/2023 1000,04/12/2023 1211,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01717,04/12/2023 1211,04/12/2023 1000,04/12/2023 1211,710 N 7 TH ST  ,KANSAS CITY,KS,,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01718,04/12/2023 1225,04/12/2023 0845,04/12/2023 1226,115 SE PENCE RD  ,CAMERON,MO,64429,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01718,04/12/2023 1225,04/12/2023 0845,04/12/2023 1226,115 SE PENCE RD  ,CAMERON,MO,64429,,,ARREST REPORT,,ARREST,Dep. J. Beggs,,,
23-01719,04/12/2023 1233,04/12/2023 0900,04/12/2023 1234,115 SE PENCE RD  ,CAMERON,MO,64429,,,TRANSPORT INFORMATION,,INCIDENT,Dep. J. Beggs,,,
23-01719,04/12/2023 1233,04/12/2023 0900,04/12/2023 1234,115 SE PENCE RD  ,CAMERON,MO,64429,,,TRANSPORT INFORMATION,,INCIDENT,Dep. J. Beggs,,,
23-01720,04/12/2023 1240,04/08/2023 0000,04/09/2023 0000,4001 NE LAKEWOOD WAY  ,LEES SUMMIT,MO,64064,,,PROPERTY DAMAGE,,INCIDENT,DEP. C. BRICE,,,
23-01720,04/12/2023 1240,04/08/2023 0000,04/09/2023 0000,4001 NE LAKEWOOD WAY  ,LEES SUMMIT,MO,64064,,,PROPERTY DAMAGE,,INCIDENT,DEP. C. BRICE,,,
23-01721,04/12/2023 0640,04/12/2023 0615,04/12/2023 0620,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,15,88
23-01721,04/12/2023 0640,04/12/2023 0615,04/12/2023 0620,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,15,88
23-01722,04/12/2023 1453,04/12/2023 1453,04/12/2023 1453,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. C. GOLUBSKI,9,,
23-01722,04/12/2023 1453,04/12/2023 1453,04/12/2023 1453,308 W KANSAS  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. C. GOLUBSKI,9,,
23-01723,04/12/2023 1609,04/12/2023 1620,04/12/2023 1635,1315 E LOCUST ST  101,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01723,04/12/2023 1609,04/12/2023 1620,04/12/2023 1635,1315 E LOCUST ST  101,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01724,04/12/2023 1719,04/12/2023 1649,04/12/2023 1655,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13A,INCIDENT,Dep. J. Atty,9,15,88
23-01724,04/12/2023 1719,04/12/2023 1649,04/12/2023 1655,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13A,INCIDENT,Dep. J. Atty,9,15,88
23-01725,04/12/2023 2327,04/12/2023 2327,04/12/2023 2351,  23/291  ,INDEPENDENCE,,,,,ALARM,,INCIDENT,Dep. M. Huff,,,
23-01725,04/12/2023 2327,04/12/2023 2327,04/12/2023 2351,  23/291  ,INDEPENDENCE,,,,,ALARM,,INCIDENT,Dep. M. Huff,,,
23-01726,04/12/2023 2334,04/12/2023 2355,04/13/2023 0025,8312 E 23RD ST  ,KANSAS CITY,MO,64129,,,CIT REFERRAL,,INCIDENT,DEP. A. WILBANKS,,,
23-01726,04/12/2023 2334,04/12/2023 2355,04/13/2023 0025,8312 E 23RD ST  ,KANSAS CITY,MO,64129,,,CIT REFERRAL,,INCIDENT,DEP. A. WILBANKS,,,
23-01727,04/13/2023 0658,04/13/2023 0650,04/13/2023 0656, S SNI A BAR / BB  ,GRAIN VALLEY,MO,64029,,,AUTO ACCIDENT,,INCIDENT,DEP. D. RUFFIN,3,,
23-01727,04/13/2023 0658,04/13/2023 0650,04/13/2023 0656, S SNI A BAR / BB  ,GRAIN VALLEY,MO,64029,,,AUTO ACCIDENT,,INCIDENT,DEP. D. RUFFIN,3,,
23-01728,04/13/2023 0656,04/13/2023 0630,04/13/2023 0656,10100 S PERDUE RD  ,GRAIN VALLEY,MO,64029,,,ASSAULT,13B,INVESTIGATIVE,DEP. B. SMITH,4,20,88
23-01728,04/13/2023 0656,04/13/2023 0630,04/13/2023 0656,10100 S PERDUE RD  ,GRAIN VALLEY,MO,64029,,,ASSAULT,13B,INVESTIGATIVE,DEP. B. SMITH,4,20,88
23-01729,04/13/2023 0941,04/05/2023 0900,04/05/2023 1644,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,MAKING A TERRORIST THREAT,13C,INVESTIGATIVE,DEP. M. DICKERSON,,53,88
23-01729,04/13/2023 0941,04/05/2023 0900,04/05/2023 1644,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,MAKING A TERRORIST THREAT,13C,INVESTIGATIVE,DEP. M. DICKERSON,,53,88
23-01730,04/13/2023 1004,04/13/2023 1016,04/13/2023 1022,1315  LOCUST ST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01730,04/13/2023 1004,04/13/2023 1016,04/13/2023 1022,1315  LOCUST ST  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. M. SEWARD,9,,
23-01731,04/13/2023 0640,04/13/2023 0547,04/13/2023 0555,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,15,88
23-01731,04/13/2023 0640,04/13/2023 0547,04/13/2023 0555,1300  CHERRY  ,KANSAS CITY,MO,64106,,,ASSAULT ON JCDC INMATE,13B,INCIDENT,Dep. J. Atty,9,15,88
23-01732,04/13/2023 1359,,,    ,,,,,,,,,Clr. B. Huber,,,
23-01732,04/13/2023 1359,,,    ,,,,,,,,,Clr. B. Huber,,,
23-01733,04/13/2023 1352,04/13/2023 1300,04/13/2023 1440,13001 S HARRIS RD  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,4,,
23-01733,04/13/2023 1352,04/13/2023 1300,04/13/2023 1440,13001 S HARRIS RD  ,GREENWOOD,MO,64034,,,INFORMATION REPORT,,INCIDENT,DEP. B. SMITH,4,,
23-01734,04/13/2023 1543,04/13/2023 1425,04/13/2023 1700,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,MISSING PERSON - JUVENILE,,INVESTIGATIVE,DEP. D. RUFFIN,1,,
23-01734,04/13/2023 1543,04/13/2023 1425,04/13/2023 1700,2101 N TWYMAN RD  ,INDEPENDENCE,MO,64058,,,MISSING PERSON - JUVENILE,,INVESTIGATIVE,DEP. D. RUFFIN,1,,
23-01735,04/13/2023 1320,04/13/2023 1650,04/13/2023 1724,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. D. Cassity,9,,
23-01735,04/13/2023 1320,04/13/2023 1650,04/13/2023 1724,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. D. Cassity,9,,
23-01736,04/13/2023 1812,04/13/2023 0745,04/13/2023 1812,100 S CENTRAL AVE  ,CLAYTON,MO,63105,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01736,04/13/2023 1812,04/13/2023 0745,04/13/2023 1812,100 S CENTRAL AVE  ,CLAYTON,MO,63105,,,ARREST REPORT,,ARREST,DEP. S. VANCAMP,,,
23-01737,04/13/2023 1901,04/13/2023 1845,04/13/2023 1900,29001 E EASLEY RD  ,LEES SUMMIT,MO,64086,,,DISORDERLY CONDUCT,90C,INVESTIGATIVE,Dep. J. Deal,4,20,88
23-01737,04/13/2023 1901,04/13/2023 1845,04/13/2023 1900,29001 E EASLEY RD  ,LEES SUMMIT,MO,64086,,,DISORDERLY CONDUCT,90C,INVESTIGATIVE,Dep. J. Deal,4,20,88
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,DEP. A. WILBANKS,2,20,88
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,ASSAULT,13B,INVESTIGATIVE,DEP. A. WILBANKS,2,20,99
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,ASSAULT,13B,INVESTIGATIVE,DEP. A. WILBANKS,2,20,88
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,VIOL ORDER PROTECTION FOR ADULT,90Z,INVESTIGATIVE,DEP. A. WILBANKS,2,20,88
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,ASSAULT,13B,INVESTIGATIVE,DEP. A. WILBANKS,2,20,99
23-01738,04/13/2023 2010,04/13/2023 1930,04/13/2023 2000,111 N PAUL DR  ,SIBLEY,MO,64088,,,ASSAULT,13B,INVESTIGATIVE,DEP. A. WILBANKS,2,20,88
23-01739,04/14/2023 0015,04/14/2023 0015,04/14/2023 0056,  MILL ST AT SOUTHWEST TRAFFICWAY  ,KANSAS CITY,MO,64111,,,ARREST REPORT,,INVESTIGATIVE,DEP. S. PLAIN,,,
23-01739,04/14/2023 0015,04/14/2023 0015,04/14/2023 0056,  MILL ST AT SOUTHWEST TRAFFICWAY  ,KANSAS CITY,MO,64111,,,ARREST REPORT,,INVESTIGATIVE,DEP. S. PLAIN,,,
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,CHANGE LANE-NOT SAFE,90Z,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01740,04/14/2023 0221,04/14/2023 0221,04/14/2023 0325,  MAIN ST / 38TH ST  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INVESTIGATIVE,Dep. C. Byous,8,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DEFECTIVE EQUIPMENT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,VEHICLES ON ROADS TO BE LICENSED; DISPLAY REQUIRED,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DEFECTIVE EQUIPMENT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,VEHICLES ON ROADS TO BE LICENSED; DISPLAY REQUIRED,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01741,04/14/2023 0251,04/14/2023 0251,04/14/2023 0328,  39TH ST AT GILLHAM  ,KANSAS CITY,MO,64111,,,DRIVING WHILE LICENSE SUSPENDED / REVOKED,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,DEFECTIVE EQUIPMENT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,"TRAFFIC CONTROL DEVICE, OBEDIENCE TO",90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,"TRAFFIC CONTROL DEVICE, OBEDIENCE TO",90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01742,04/14/2023 0125,04/14/2023 0122,04/14/2023 0205,  WESTPORT/PENN  ,KANSAS CITY,MO,64111,,,DEFECTIVE EQUIPMENT,90Z,INVESTIGATIVE,DEP. S. PLAIN,,13,88
23-01743,04/14/2023 0243,04/14/2023 0243,04/14/2023 0350,  3816 MAIN  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-01743,04/14/2023 0243,04/14/2023 0243,04/14/2023 0350,  3816 MAIN  ,KANSAS CITY,MO,64111,,,AUTO ACCIDENT,,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,,
23-01743,04/14/2023 0243,04/14/2023 0243,04/14/2023 0350,  3816 MAIN  ,KANSAS CITY,MO,64111,,,DRIVING WHILE INTOXICATED,90D,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,13,88
23-01743,04/14/2023 0243,04/14/2023 0243,04/14/2023 0350,  3816 MAIN  ,KANSAS CITY,MO,64111,,,AUTO ACCIDENT,,INVESTIGATIVE,Dep. S. Daniels-Mikrut,,,
23-01744,04/14/2023 0551,04/14/2023 0545,04/14/2023 0700,  LAKE CITY/ELLIOTT JW  ,BUCKNER,MO,64016,,,AUTO ACCIDENT,,INCIDENT,SGT. M. MILLER,2,,
23-01744,04/14/2023 0551,04/14/2023 0545,04/14/2023 0700,  LAKE CITY/ELLIOTT JW  ,BUCKNER,MO,64016,,,AUTO ACCIDENT,,INCIDENT,SGT. M. MILLER,2,,
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,TAMPERING WITH A MOTOR VEHICLE,280,INVESTIGATIVE,DEP. C. HEIN,5,10,88
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,CONTROLLED SUBSTANCES - POSSESS/USE/SELL/MANUFACTURE,35A,INVESTIGATIVE,DEP. C. HEIN,5,25,88
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,POSSESS DRUG PARAPHERNALIA,35B,INVESTIGATIVE,DEP. C. HEIN,5,25,88
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,POSSESS DRUG PARAPHERNALIA,35B,INVESTIGATIVE,DEP. C. HEIN,5,25,88
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,TAMPERING WITH A MOTOR VEHICLE,280,INVESTIGATIVE,DEP. C. HEIN,5,10,88
23-01745,04/14/2023 0701,04/07/2023 0000,04/14/2023 0810,  22/SPRING  ,KANSAS CITY,MO,64126,,,CONTROLLED SUBSTANCES - POSSESS/USE/SELL/MANUFACTURE,35A,INVESTIGATIVE,DEP. C. HEIN,5,25,88
23-01746,04/14/2023 0903,04/14/2023 0200,04/14/2023 0240,3832  MAIN  ,KANSAS CITY,MO,64126,,,INFORMATION REPORT,,INCIDENT,DEP. J. MURPHY,,,
23-01746,04/14/2023 0903,04/14/2023 0200,04/14/2023 0240,3832  MAIN  ,KANSAS CITY,MO,64126,,,INFORMATION REPORT,,INCIDENT,DEP. J. MURPHY,,,
23-01747,04/14/2023 1037,04/14/2023 1037,04/14/2023 1140,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-01747,04/14/2023 1037,04/14/2023 1037,04/14/2023 1140,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. A. MORRIS,,,
23-01748,04/14/2023 1123,04/14/2023 1123,04/14/2023 1219,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. C. GOLUBSKI,9,,
23-01748,04/14/2023 1123,04/14/2023 1123,04/14/2023 1219,308 W KANSAS AVE  ,INDEPENDENCE,MO,64050,,,ARREST REPORT,,ARREST,DEP. C. GOLUBSKI,9,,
23-01749,04/14/2023 1133,04/14/2023 1133,04/14/2023 1209,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,SGT. M. MILLER,1,,
23-01749,04/14/2023 1133,04/14/2023 1133,04/14/2023 1209,18000 N KENTUCKY RD  ,INDEPENDENCE,MO,64058,,,INFORMATION REPORT,,INCIDENT,SGT. M. MILLER,1,,
23-01750,04/14/2023 1205,04/14/2023 1205,04/14/2023 1215,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. W. MCDONALD,,,
23-01750,04/14/2023 1205,04/14/2023 1205,04/14/2023 1215,415 E 12TH STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,DEP. W. MCDONALD,,,
23-01751,04/14/2023 1213,04/14/2023 1213,04/14/2023 1308,22300  COLBERN RD  ,LEES SUMMIT,MO,64086,,,CIT REFERRAL,,INCIDENT,Dep. Dalton Flores,4,,
23-01751,04/14/2023 1213,04/14/2023 1213,04/14/2023 1308,22300  COLBERN RD  ,LEES SUMMIT,MO,64086,,,CIT REFERRAL,,INCIDENT,Dep. Dalton Flores,4,,
23-01752,04/14/2023 1315,04/14/2023 0950,04/14/2023 1320,518  PARALLEL ST  ,ATCHISON,KS,66002,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01752,04/14/2023 1315,04/14/2023 0950,04/14/2023 1320,518  PARALLEL ST  ,ATCHISON,KS,66002,,,ARREST REPORT,,ARREST,DEP. G. HESSENFLOW,,,
23-01753,04/14/2023 1347,04/14/2023 1347,04/14/2023 1414,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,,,
23-01753,04/14/2023 1347,04/14/2023 1347,04/14/2023 1414,1315 E LOCUST STREET  ,KANSAS CITY,MO,64106,,,ARREST REPORT,,ARREST,Dep. M. Banks,,,
23-01754,04/14/2023 1337,04/14/2023 1315,04/14/2023 1420,8301 E TRUMAN RD  ,BLUE SUMMIT,MO,64126,,,INFORMATION REPORT,,INCIDENT,SGT. D. BARNES,,,
23-01754,04/14/2023 1337,04/14/2023 1315,04/14/2023 1420,8301 E TRUMAN RD  ,BLUE SUMMIT,MO,64126,,,INFORMATION REPORT,,INCIDENT,SGT. D. BARNES,,,
23-01755,04/14/2023 1555,04/14/2023 1540,04/14/2023 1550,15209 S STEWART RD  ,PLEASANT HILL,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,4,,
23-01755,04/14/2023 1555,04/14/2023 1540,04/14/2023 1550,15209 S STEWART RD  ,PLEASANT HILL,,,,,INFORMATION REPORT,,INCIDENT,DEP. A. CORNELIUS,4,,
23-01756,04/14/2023 1501,04/14/2023 1501,04/14/2023 1747,2106 N LAZY BRANCH RD  ,INDEPENDENCE,MO,64058,,,DOMESTIC ASSAULT,13B,INCIDENT,Dep. Dalton Flores,1,20,88
